1000_GRAIN_WEIGHT,PLANT_HEIGHT,LODGING_PERCENT_HARVESTED_AREA,AGRONOMIC_SCORE,DAYS_TO_HEADING,RELATIVE_MATURITY,LEAF_RUST,STRIPE_RUST_ON_LEAF,SELECTED_CHECK_MARK,STEM_RUST,DAYS_TO_MATURITY,SEPTORIA_SPECIES,TEST_WEIGHT,GRAIN_PROTEIN,GRAIN_SDS_SEDIMENTATION,SEDIMENTATION_INDEX,YELLOW_COLOR_VALUE,FUSARIUM_SPP,OTHER_UNIDENTIFIED_FOLIAR_BLIGHTS,GRAINS_SPIKE,MOISTURE_PERCENTAGE,SPIKE_LENGTH,TILLERS_BY_METER,POWDERY_MILDEW,GLUTEN_CONTENT,GRAIN_YIELD
32.4,81,0,4,103,,1,0,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,1,0,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,1,,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,1,,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,1,,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,1,,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,10,0,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,10,0,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,10,0,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,10,0,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,10,,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,10,,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,10,,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,10,,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,1,0,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,1,0,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,1,0,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,1,0,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,1,,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,1,,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,1,,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,1,,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,10,0,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,10,0,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,10,0,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,10,0,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,10,,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,10,,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,10,,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,10,,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,1,0,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,1,0,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,1,0,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,1,0,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,1,,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,1,,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,1,,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,1,,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,10,0,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,10,0,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,10,0,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,10,0,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,10,,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,10,,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,10,,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,10,,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,1,0,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,1,0,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,1,0,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,1,0,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,1,,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,1,,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,1,,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,1,,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,10,0,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,10,0,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,10,0,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,10,0,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,10,,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,10,,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,10,,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,10,,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,1,0,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,1,0,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,1,0,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,1,0,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,1,,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,1,,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,1,,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,1,,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,10,0,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,10,0,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,10,0,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,10,0,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,10,,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,10,,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,103,,10,,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,103,,10,,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,1,0,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,1,0,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,1,0,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,1,0,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,1,,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,1,,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,1,,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,1,,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,10,0,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,10,0,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,10,0,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,10,0,,,,2,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,10,,,,,1,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,10,,,,,1,,,,,,10,,,,,,,,3
32.4,81,0,4,100,,10,,,,,2,,,,,,0,,,,,,,,3
32.4,81,0,4,100,,10,,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,1,0,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,1,0,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,1,0,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,1,0,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,1,,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,1,,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,1,,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,1,,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,10,0,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,10,0,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,10,0,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,10,0,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,10,,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,10,,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,10,,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,10,,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,1,0,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,1,0,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,1,0,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,1,0,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,1,,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,1,,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,1,,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,1,,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,10,0,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,10,0,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,10,0,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,10,0,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,10,,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,10,,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,10,,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,10,,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,1,0,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,1,0,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,1,0,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,1,0,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,1,,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,1,,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,1,,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,1,,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,10,0,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,10,0,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,10,0,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,10,0,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,10,,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,10,,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,10,,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,10,,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,1,0,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,1,0,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,1,0,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,1,0,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,1,,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,1,,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,1,,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,1,,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,10,0,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,10,0,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,10,0,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,10,0,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,10,,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,10,,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,10,,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,10,,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,1,0,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,1,0,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,1,0,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,1,0,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,1,,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,1,,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,1,,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,1,,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,10,0,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,10,0,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,10,0,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,10,0,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,10,,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,10,,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,10,,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,10,,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,1,0,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,1,0,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,1,0,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,1,0,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,1,,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,1,,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,1,,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,1,,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,10,0,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,10,0,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,10,0,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,10,0,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,10,,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,10,,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,10,,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,10,,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,1,0,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,1,0,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,1,0,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,1,0,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,1,,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,1,,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,1,,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,1,,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,10,0,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,10,0,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,10,0,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,10,0,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,10,,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,10,,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,103,,10,,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,103,,10,,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,1,0,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,1,0,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,1,0,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,1,0,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,1,,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,1,,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,1,,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,1,,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,10,0,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,10,0,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,10,0,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,10,0,,,,2,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,10,,,,,1,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,10,,,,,1,,,,,,10,,,,,,,,3
32.4,65,0,4,100,,10,,,,,2,,,,,,0,,,,,,,,3
32.4,65,0,4,100,,10,,,,,2,,,,,,10,,,,,,,,3
31.2,81,0,4,103,,1,0,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,1,0,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,1,0,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,1,0,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,1,,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,1,,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,1,,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,1,,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,10,0,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,10,0,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,10,0,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,10,0,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,10,,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,10,,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,10,,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,10,,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,1,0,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,1,0,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,1,0,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,1,0,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,1,,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,1,,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,1,,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,1,,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,10,0,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,10,0,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,10,0,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,10,0,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,10,,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,10,,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,10,,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,10,,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,1,0,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,1,0,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,1,0,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,1,0,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,1,,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,1,,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,1,,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,1,,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,10,0,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,10,0,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,10,0,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,10,0,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,10,,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,10,,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,10,,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,10,,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,1,0,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,1,0,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,1,0,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,1,0,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,1,,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,1,,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,1,,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,1,,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,10,0,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,10,0,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,10,0,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,10,0,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,10,,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,10,,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,10,,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,10,,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,1,0,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,1,0,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,1,0,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,1,0,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,1,,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,1,,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,1,,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,1,,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,10,0,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,10,0,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,10,0,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,10,0,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,10,,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,10,,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,10,,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,10,,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,1,0,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,1,0,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,1,0,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,1,0,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,1,,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,1,,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,1,,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,1,,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,10,0,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,10,0,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,10,0,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,10,0,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,10,,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,10,,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,10,,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,10,,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,1,0,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,1,0,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,1,0,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,1,0,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,1,,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,1,,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,1,,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,1,,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,10,0,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,10,0,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,10,0,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,10,0,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,10,,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,10,,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,103,,10,,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,103,,10,,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,1,0,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,1,0,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,1,0,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,1,0,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,1,,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,1,,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,1,,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,1,,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,10,0,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,10,0,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,10,0,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,10,0,,,,2,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,10,,,,,1,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,10,,,,,1,,,,,,10,,,,,,,,4
31.2,81,0,4,100,,10,,,,,2,,,,,,0,,,,,,,,4
31.2,81,0,4,100,,10,,,,,2,,,,,,10,,,,,,,,4
31.2,65,0,4,103,,1,0,,,,1,,,,,,0,,,,,,,,4
31.2,65,0,4,103,,1,0,,,,1,,,,,,10,,,,,,,,4
31.2,65,0,4,103,,1,0,,,,2,,,,,,0,,,,,,,,4
31.2,65,0,4,103,,1,0,,,,2,,,,,,10,,,,,,,,4
31.2,65,0,4,103,,1,,,,,1,,,,,,0,,,,,,,,4
31.2,65,0,4,103,,1,,,,,1,,,,,,10,,,,,,,,4
31.2,65,0,4,103,,1,,,,,2,,,,,,0,,,,,,,,4
31.2,65,0,4,103,,1,,,,,2,,,,,,10,,,,,,,,4
31.2,65,0,4,103,,10,0,,,,1,,,,,,0,,,,,,,,4
31.2,65,0,4,103,,10,0,,,,1,,,,,,10,,,,,,,,4
31.2,65,0,4,103,,10,0,,,,2,,,,,,0,,,,,,,,4
31.2,65,0,4,103,,10,0,,,,2,,,,,,10,,,,,,,,4
31.2,65,0,4,103,,10,,,,,1,,,,,,0,,,,,,,,4
